deal_id,company_id,company_name,segment,industry,employees,plan,stage,stage_order,amount,created_at,closed_at,is_closed,is_won,won_amount,days_to_close,sales_cycle_bucket,deal_quarter,deal_month,close_quarter,is_open,total_activities,total_calls,total_emails,total_meetings,total_demos,positive_outcomes,negative_outcomes,positive_outcome_pct
DEAL-0123,COMP-0026,Garcia,SMB,SaaS,908,Pro,Closed Won,5,29980,2022-01-18,2022-03-23,True,True,29980,64,61 a 90 dias,Q1 2022,2022-01,Q1 2022,False,9,0,2,2,3,4,2,44.4
DEAL-0124,COMP-0283,Leão,SMB,Edtech,1707,Pro,Closed Won,5,20986,2023-09-18,2024-03-07,True,True,20986,171,Mais de 90 dias,Q3 2023,2023-09,Q1 2024,False,4,0,1,0,1,1,1,25.0
DEAL-0125,COMP-0021,Nogueira S/A,SMB,Edtech,2587,Pro,Closed Lost,6,10493,2023-12-16,2024-04-18,True,False,0,124,Mais de 90 dias,Q4 2023,2023-12,Q2 2024,False,8,3,0,1,3,2,3,25.0
DEAL-0126,COMP-0058,Casa Grande Rios Ltda.,SMB,Fintech,3295,Enterprise,Negotiation,4,75981,2024-12-02,,False,False,0,,Em andamento,Q4 2024,2024-12,,True,2,1,1,0,0,0,2,0.0
DEAL-0127,COMP-0246,Teixeira,Enterprise,Fintech,1912,Pro,Qualified,2,26982,2024-11-13,,False,False,0,,Em andamento,Q4 2024,2024-11,,True,8,0,2,3,0,3,0,37.5
DEAL-0128,COMP-0094,Nunes,Mid-Market,Fintech,1644,Starter,Closed Won,5,3184,2023-08-02,2023-10-24,True,True,3184,83,61 a 90 dias,Q3 2023,2023-08,Q4 2023,False,4,0,1,0,1,1,0,25.0
DEAL-0129,COMP-0016,da Conceição,SMB,E-commerce,594,Pro,Prospecting,1,13491,2023-07-21,,False,False,0,,Em andamento,Q3 2023,2023-07,,True,7,2,1,1,3,1,5,14.3
DEAL-0130,COMP-0001,Pinto,Mid-Market,SaaS,2263,Growth,Proposal,3,2995,2023-09-04,,False,False,0,,Em andamento,Q3 2023,2023-09,,True,9,2,3,2,0,1,7,11.1
DEAL-0131,COMP-0279,Andrade e Filhos,SMB,E-commerce,1564,Starter,Negotiation,4,3980,2023-05-08,,False,False,0,,Em andamento,Q2 2023,2023-05,,True,2,1,1,0,0,1,1,50.0
DEAL-0132,COMP-0174,da Cruz,SMB,Healthtech,2275,Growth,Proposal,3,14376,2023-10-17,,False,False,0,,Em andamento,Q4 2023,2023-10,,True,5,1,0,0,2,1,3,20.0
DEAL-0133,COMP-0139,Duarte - ME,Mid-Market,Fintech,4385,Pro,Prospecting,1,13491,2024-10-15,,False,False,0,,Em andamento,Q4 2024,2024-10,,True,8,1,2,4,0,3,2,37.5
DEAL-0134,COMP-0233,Silveira - ME,Mid-Market,Healthtech,826,Starter,Closed Lost,6,3781,2024-04-08,2024-07-23,True,False,0,106,Mais de 90 dias,Q2 2024,2024-04,Q3 2024,False,4,0,1,3,0,1,1,25.0
DEAL-0135,COMP-0120,Martins S/A,Mid-Market,SaaS,3492,Growth,Closed Won,5,13178,2023-01-24,2023-04-28,True,True,13178,94,Mais de 90 dias,Q1 2023,2023-01,Q2 2023,False,3,0,1,0,1,1,2,33.3
DEAL-0136,COMP-0293,da Cruz e Filhos,SMB,SaaS,508,Pro,Negotiation,4,25483,2024-09-01,,False,False,0,,Em andamento,Q3 2024,2024-09,,True,8,1,3,1,1,3,2,37.5
DEAL-0137,COMP-0104,Pires S/A,Enterprise,Edtech,1624,Growth,Proposal,3,5990,2022-12-15,,False,False,0,,Em andamento,Q4 2022,2022-12,,True,4,0,0,2,1,2,2,50.0
DEAL-0138,COMP-0146,Farias Castro e Filhos,SMB,SaaS,339,Pro,Prospecting,1,35976,2022-09-20,,False,False,0,,Em andamento,Q3 2022,2022-09,,True,5,1,0,0,3,2,1,40.0
DEAL-0139,COMP-0071,da Luz,SMB,SaaS,86,Starter,Closed Won,5,1592,2023-01-10,2023-04-12,True,True,1592,92,Mais de 90 dias,Q1 2023,2023-01,Q2 2023,False,6,1,1,2,1,3,2,50.0
DEAL-0140,COMP-0182,da Mata,SMB,SaaS,3292,Enterprise,Proposal,3,43989,2023-09-21,,False,False,0,,Em andamento,Q3 2023,2023-09,,True,6,0,0,2,3,1,2,16.7
DEAL-0141,COMP-0279,Andrade e Filhos,SMB,E-commerce,1564,Enterprise,Proposal,3,15996,2023-08-26,,False,False,0,,Em andamento,Q3 2023,2023-08,,True,2,1,1,0,0,0,2,0.0
DEAL-0142,COMP-0123,Jesus e Filhos,Mid-Market,Edtech,4588,Enterprise,Negotiation,4,27993,2022-05-26,,False,False,0,,Em andamento,Q2 2022,2022-05,,True,2,0,1,0,1,0,2,0.0
DEAL-0143,COMP-0024,Mendes S/A,Mid-Market,Healthtech,4790,Pro,Negotiation,4,20986,2024-02-21,,False,False,0,,Em andamento,Q1 2024,2024-02,,True,9,0,3,4,2,3,4,33.3
DEAL-0144,COMP-0112,Almeida - ME,SMB,Healthtech,1760,Growth,Prospecting,1,4193,2022-11-05,,False,False,0,,Em andamento,Q4 2022,2022-11,,True,5,1,2,1,0,1,2,20.0
DEAL-0145,COMP-0118,Rodrigues,SMB,Edtech,1602,Growth,Proposal,3,6589,2024-07-26,,False,False,0,,Em andamento,Q3 2024,2024-07,,True,5,1,0,0,1,2,3,40.0
DEAL-0146,COMP-0202,Pereira S/A,SMB,Edtech,4819,Enterprise,Closed Lost,6,43989,2023-01-05,2023-02-01,True,False,0,27,Ate 30 dias,Q1 2023,2023-01,Q1 2023,False,4,0,2,1,0,3,1,75.0
DEAL-0147,COMP-0173,da Rocha Fernandes e Filhos,SMB,Edtech,1526,Starter,Closed Won,5,199,2022-12-29,2023-03-26,True,True,199,87,61 a 90 dias,Q4 2022,2022-12,Q1 2023,False,10,1,1,2,3,2,3,20.0
DEAL-0148,COMP-0289,Mendonça Albuquerque - ME,SMB,E-commerce,439,Growth,Negotiation,4,11381,2023-03-05,,False,False,0,,Em andamento,Q1 2023,2023-03,,True,5,1,1,2,1,4,1,80.0
DEAL-0149,COMP-0233,Silveira - ME,Mid-Market,Healthtech,826,Growth,Closed Won,5,11980,2024-09-29,2024-10-28,True,True,11980,29,Ate 30 dias,Q3 2024,2024-09,Q4 2024,False,3,0,2,1,0,0,1,0.0
DEAL-0150,COMP-0138,Peixoto,SMB,E-commerce,3322,Enterprise,Proposal,3,55986,2024-05-29,,False,False,0,,Em andamento,Q2 2024,2024-05,,True,3,1,1,0,1,2,0,66.7
DEAL-0151,COMP-0033,Marques - EI,SMB,SaaS,2454,Starter,Closed Lost,6,3582,2024-02-25,2024-03-04,True,False,0,8,Ate 30 dias,Q1 2024,2024-02,Q1 2024,False,9,1,4,1,1,5,2,55.6
DEAL-0152,COMP-0290,Lima Ribeiro e Filhos,Mid-Market,Edtech,941,Starter,Qualified,2,2189,2024-02-04,,False,False,0,,Em andamento,Q1 2024,2024-02,,True,8,1,3,1,1,2,3,25.0
DEAL-0153,COMP-0064,Abreu Garcia e Filhos,SMB,Edtech,1299,Starter,Closed Won,5,4378,2024-12-23,2025-02-16,True,True,4378,55,31 a 60 dias,Q4 2024,2024-12,Q1 2025,False,5,1,1,1,1,3,1,60.0
DEAL-0154,COMP-0184,Rezende,Mid-Market,E-commerce,707,Growth,Prospecting,1,13777,2023-05-25,,False,False,0,,Em andamento,Q2 2023,2023-05,,True,6,1,0,3,0,1,2,16.7
DEAL-0155,COMP-0283,Leão,SMB,Edtech,1707,Starter,Closed Lost,6,2587,2023-10-02,2023-11-11,True,False,0,40,31 a 60 dias,Q4 2023,2023-10,Q4 2023,False,2,1,0,0,0,1,1,50.0
DEAL-0156,COMP-0035,Barros,SMB,Edtech,14,Growth,Negotiation,4,1797,2023-09-19,,False,False,0,,Em andamento,Q3 2023,2023-09,,True,7,3,0,2,2,2,4,28.6
DEAL-0157,COMP-0253,Leão Siqueira S.A.,SMB,E-commerce,189,Enterprise,Closed Won,5,95976,2023-09-03,2023-11-23,True,True,95976,81,61 a 90 dias,Q3 2023,2023-09,Q4 2023,False,3,2,0,0,1,2,1,66.7
DEAL-0158,COMP-0061,Ramos,Mid-Market,Edtech,3996,Pro,Negotiation,4,20986,2024-12-09,,False,False,0,,Em andamento,Q4 2024,2024-12,,True,9,3,2,1,2,5,3,55.6
DEAL-0159,COMP-0034,Novaes,Mid-Market,Fintech,3073,Enterprise,Closed Lost,6,47988,2022-10-02,2023-01-04,True,False,0,94,Mais de 90 dias,Q4 2022,2022-10,Q1 2023,False,5,4,1,0,0,2,0,40.0
DEAL-0160,COMP-0226,Peixoto,Mid-Market,Healthtech,4422,Starter,Closed Won,5,1592,2022-12-04,2023-03-24,True,True,1592,110,Mais de 90 dias,Q4 2022,2022-12,Q1 2023,False,3,0,1,1,1,1,2,33.3
DEAL-0161,COMP-0198,Santos,SMB,Healthtech,2501,Growth,Qualified,2,14376,2022-09-26,,False,False,0,,Em andamento,Q3 2022,2022-09,,True,9,3,2,1,1,2,3,22.2
DEAL-0162,COMP-0046,Albuquerque,SMB,SaaS,2716,Growth,Prospecting,1,2396,2024-10-30,,False,False,0,,Em andamento,Q4 2024,2024-10,,True,5,1,1,1,0,1,2,20.0
DEAL-0163,COMP-0245,Fonseca - ME,SMB,Healthtech,1982,Enterprise,Proposal,3,83979,2022-03-18,,False,False,0,,Em andamento,Q1 2022,2022-03,,True,9,1,1,1,3,1,5,11.1
DEAL-0164,COMP-0253,Leão Siqueira S.A.,SMB,E-commerce,189,Starter,Proposal,3,3980,2024-12-31,,False,False,0,,Em andamento,Q4 2024,2024-12,,True,8,3,0,1,3,3,3,37.5
DEAL-0165,COMP-0124,Farias - ME,Enterprise,Healthtech,4145,Starter,Closed Lost,6,398,2022-08-10,2023-01-31,True,False,0,174,Mais de 90 dias,Q3 2022,2022-08,Q1 2023,False,5,0,0,0,3,1,1,20.0
DEAL-0166,COMP-0171,Fogaça,SMB,Healthtech,2229,Enterprise,Closed Won,5,15996,2024-05-03,2024-08-31,True,True,15996,120,Mais de 90 dias,Q2 2024,2024-05,Q3 2024,False,8,2,5,0,0,2,1,25.0
DEAL-0167,COMP-0217,Guerra,SMB,SaaS,4534,Growth,Negotiation,4,4193,2024-08-29,,False,False,0,,Em andamento,Q3 2024,2024-08,,True,10,1,1,4,1,3,1,30.0
DEAL-0168,COMP-0073,Cardoso,SMB,Edtech,2182,Enterprise,Closed Won,5,87978,2022-01-20,2022-04-14,True,True,87978,84,61 a 90 dias,Q1 2022,2022-01,Q2 2022,False,8,1,0,2,4,5,2,62.5
DEAL-0169,COMP-0010,Lopes,Mid-Market,Healthtech,4402,Pro,Qualified,2,29980,2024-12-01,,False,False,0,,Em andamento,Q4 2024,2024-12,,True,6,0,2,2,2,0,2,0.0
DEAL-0170,COMP-0171,Fogaça,SMB,Healthtech,2229,Starter,Closed Won,5,3383,2022-10-08,2023-01-30,True,True,3383,114,Mais de 90 dias,Q4 2022,2022-10,Q1 2023,False,2,1,0,0,0,1,1,50.0
DEAL-0171,COMP-0261,Sampaio,SMB,E-commerce,1357,Starter,Closed Won,5,796,2022-08-30,2022-11-17,True,True,796,79,61 a 90 dias,Q3 2022,2022-08,Q4 2022,False,8,2,2,2,1,3,3,37.5
DEAL-0172,COMP-0023,Brito Novaes - ME,SMB,Fintech,4608,Pro,Negotiation,4,25483,2023-02-14,,False,False,0,,Em andamento,Q1 2023,2023-02,,True,4,1,1,2,0,2,1,50.0
DEAL-0173,COMP-0288,Andrade das Neves S/A,SMB,Fintech,4833,Pro,Closed Lost,6,8994,2024-01-04,2024-04-24,True,False,0,111,Mais de 90 dias,Q1 2024,2024-01,Q2 2024,False,7,2,1,1,1,3,1,42.9
DEAL-0174,COMP-0153,Cavalcanti,SMB,E-commerce,4928,Growth,Prospecting,1,13777,2024-10-13,,False,False,0,,Em andamento,Q4 2024,2024-10,,True,9,2,0,2,2,2,4,22.2
DEAL-0175,COMP-0064,Abreu Garcia e Filhos,SMB,Edtech,1299,Starter,Closed Lost,6,199,2023-11-09,2024-01-15,True,False,0,67,61 a 90 dias,Q4 2023,2023-11,Q1 2024,False,6,3,0,1,2,0,2,0.0
DEAL-0176,COMP-0090,Pereira Freitas e Filhos,Enterprise,Fintech,1949,Enterprise,Closed Won,5,19995,2022-08-15,2023-01-15,True,True,19995,153,Mais de 90 dias,Q3 2022,2022-08,Q1 2023,False,3,1,0,0,1,1,1,33.3
DEAL-0177,COMP-0062,Garcia,SMB,Fintech,489,Starter,Closed Lost,6,1791,2024-11-13,2024-12-09,True,False,0,26,Ate 30 dias,Q4 2024,2024-11,Q4 2024,False,3,1,1,0,0,2,0,66.7
DEAL-0178,COMP-0125,Martins Vieira Ltda.,Mid-Market,Edtech,3662,Pro,Closed Won,5,22485,2024-07-24,2024-10-14,True,True,22485,82,61 a 90 dias,Q3 2024,2024-07,Q4 2024,False,7,1,3,1,2,1,1,14.3
DEAL-0179,COMP-0091,Gomes,Enterprise,Fintech,3387,Starter,Prospecting,1,1990,2022-12-24,,False,False,0,,Em andamento,Q4 2022,2022-12,,True,4,1,1,1,1,0,3,0.0
DEAL-0180,COMP-0183,Santos,SMB,SaaS,1252,Enterprise,Proposal,3,95976,2023-10-03,,False,False,0,,Em andamento,Q4 2023,2023-10,,True,4,2,1,0,1,1,1,25.0
DEAL-0181,COMP-0117,Monteiro,SMB,Healthtech,606,Starter,Qualified,2,995,2022-04-04,,False,False,0,,Em andamento,Q2 2022,2022-04,,True,10,3,4,1,1,2,4,20.0
DEAL-0182,COMP-0138,Peixoto,SMB,E-commerce,3322,Pro,Closed Won,5,22485,2022-12-16,2023-03-17,True,True,22485,91,Mais de 90 dias,Q4 2022,2022-12,Q1 2023,False,2,1,1,0,0,0,0,0.0
DEAL-0183,COMP-0034,Novaes,Mid-Market,Fintech,3073,Pro,Closed Lost,6,16489,2023-07-04,2023-08-03,True,False,0,30,Ate 30 dias,Q3 2023,2023-07,Q3 2023,False,5,3,2,0,0,4,1,80.0
DEAL-0184,COMP-0141,Lopes,SMB,Healthtech,1121,Enterprise,Qualified,2,59985,2024-03-31,,False,False,0,,Em andamento,Q1 2024,2024-03,,True,10,1,2,2,3,5,3,50.0
DEAL-0185,COMP-0025,Rocha S.A.,SMB,Fintech,4184,Enterprise,Proposal,3,55986,2024-02-29,,False,False,0,,Em andamento,Q1 2024,2024-02,,True,2,0,1,1,0,1,1,50.0
DEAL-0186,COMP-0278,Borges,Enterprise,E-commerce,4470,Growth,Closed Won,5,13777,2022-12-08,2023-01-12,True,True,13777,35,31 a 60 dias,Q4 2022,2022-12,Q1 2023,False,3,0,0,2,0,1,2,33.3
DEAL-0187,COMP-0166,Novais,Mid-Market,Healthtech,4558,Enterprise,Closed Won,5,75981,2022-11-23,2022-12-26,True,True,75981,33,31 a 60 dias,Q4 2022,2022-11,Q4 2022,False,8,2,2,1,1,2,4,25.0
DEAL-0188,COMP-0064,Abreu Garcia e Filhos,SMB,Edtech,1299,Growth,Negotiation,4,11980,2024-06-16,,False,False,0,,Em andamento,Q2 2024,2024-06,,True,5,2,1,1,1,3,1,60.0
DEAL-0189,COMP-0056,Almeida Ltda.,SMB,Edtech,130,Starter,Proposal,3,4378,2024-01-05,,False,False,0,,Em andamento,Q1 2024,2024-01,,True,5,1,1,2,0,1,1,20.0
DEAL-0190,COMP-0159,Siqueira,SMB,Edtech,2208,Enterprise,Closed Lost,6,15996,2022-09-25,2023-02-02,True,False,0,130,Mais de 90 dias,Q3 2022,2022-09,Q1 2023,False,5,2,0,0,1,1,3,20.0
DEAL-0191,COMP-0091,Gomes,Enterprise,Fintech,3387,Starter,Closed Lost,6,1791,2024-06-21,2024-07-09,True,False,0,18,Ate 30 dias,Q2 2024,2024-06,Q3 2024,False,3,1,1,0,1,2,1,66.7
DEAL-0192,COMP-0258,Oliveira,SMB,E-commerce,1086,Growth,Closed Won,5,13178,2022-01-26,2022-07-25,True,True,13178,180,Mais de 90 dias,Q1 2022,2022-01,Q3 2022,False,4,1,0,1,1,1,3,25.0
DEAL-0193,COMP-0133,Santos,SMB,Fintech,3451,Starter,Closed Lost,6,2786,2024-11-29,2025-04-18,True,False,0,140,Mais de 90 dias,Q4 2024,2024-11,Q2 2025,False,5,1,1,1,2,2,0,40.0
DEAL-0194,COMP-0108,Gonçalves - ME,SMB,Fintech,3454,Pro,Closed Won,5,32978,2023-05-25,2023-10-02,True,True,32978,130,Mais de 90 dias,Q2 2023,2023-05,Q4 2023,False,9,2,1,3,3,0,4,0.0
DEAL-0195,COMP-0002,Macedo,SMB,SaaS,4477,Starter,Closed Won,5,199,2024-02-28,2024-04-13,True,True,199,45,31 a 60 dias,Q1 2024,2024-02,Q2 2024,False,9,1,2,1,3,5,0,55.6
DEAL-0196,COMP-0273,Brito,SMB,E-commerce,4435,Enterprise,Closed Won,5,63984,2022-11-18,2023-04-03,True,True,63984,136,Mais de 90 dias,Q4 2022,2022-11,Q2 2023,False,10,2,2,2,3,2,5,20.0
DEAL-0197,COMP-0250,Cardoso,Mid-Market,Healthtech,2058,Pro,Closed Lost,6,11992,2022-06-03,2022-10-13,True,False,0,132,Mais de 90 dias,Q2 2022,2022-06,Q4 2022,False,2,0,1,0,1,1,0,50.0
DEAL-0198,COMP-0079,Dias,SMB,Edtech,1735,Starter,Proposal,3,3383,2023-07-24,,False,False,0,,Em andamento,Q3 2023,2023-07,,True,3,1,0,1,0,1,1,33.3
DEAL-0199,COMP-0211,Cavalcanti S/A,SMB,Healthtech,4225,Enterprise,Qualified,2,31992,2024-02-15,,False,False,0,,Em andamento,Q1 2024,2024-02,,True,6,1,1,2,2,3,3,50.0
DEAL-0200,COMP-0195,Garcia,SMB,Fintech,1230,Enterprise,Prospecting,1,11997,2024-06-28,,False,False,0,,Em andamento,Q2 2024,2024-06,,True,3,1,0,1,1,1,2,33.3
DEAL-0201,COMP-0050,Sales,SMB,Healthtech,2912,Starter,Closed Lost,6,3184,2024-07-04,2024-09-29,True,False,0,87,61 a 90 dias,Q3 2024,2024-07,Q3 2024,False,4,3,0,0,1,2,2,50.0
DEAL-0202,COMP-0165,Aragão - ME,SMB,Fintech,711,Enterprise,Closed Won,5,55986,2022-02-06,2022-03-11,True,True,55986,33,31 a 60 dias,Q1 2022,2022-02,Q1 2022,False,4,2,1,0,1,1,1,25.0
DEAL-0203,COMP-0085,da Paz Gonçalves - ME,SMB,Fintech,4479,Starter,Prospecting,1,3980,2022-01-01,,False,False,0,,Em andamento,Q1 2022,2022-01,,True,6,0,4,0,1,3,2,50.0
DEAL-0204,COMP-0069,Freitas Cassiano Ltda.,SMB,E-commerce,1683,Growth,Closed Lost,6,12579,2023-09-16,2024-01-31,True,False,0,137,Mais de 90 dias,Q3 2023,2023-09,Q1 2024,False,2,0,0,1,1,0,1,0.0
DEAL-0205,COMP-0026,Garcia,SMB,SaaS,908,Starter,Closed Won,5,1592,2023-11-30,2024-03-09,True,True,1592,100,Mais de 90 dias,Q4 2023,2023-11,Q1 2024,False,7,0,2,2,2,2,2,28.6
DEAL-0206,COMP-0282,Cavalcante,Mid-Market,Fintech,1041,Enterprise,Closed Won,5,91977,2023-11-11,2024-04-09,True,True,91977,150,Mais de 90 dias,Q4 2023,2023-11,Q2 2024,False,2,0,0,1,0,1,1,50.0
DEAL-0207,COMP-0032,Câmara Cunha S.A.,SMB,E-commerce,4110,Starter,Closed Won,5,4378,2024-07-15,2024-08-20,True,True,4378,36,31 a 60 dias,Q3 2024,2024-07,Q3 2024,False,5,1,0,3,1,3,1,60.0
DEAL-0208,COMP-0102,Cavalcanti,SMB,Edtech,1567,Pro,Qualified,2,31479,2023-12-01,,False,False,0,,Em andamento,Q4 2023,2023-12,,True,9,2,2,1,3,2,6,22.2
DEAL-0209,COMP-0136,Borges,Mid-Market,Healthtech,4419,Pro,Closed Lost,6,34477,2023-08-21,2024-01-15,True,False,0,147,Mais de 90 dias,Q3 2023,2023-08,Q1 2024,False,10,1,3,3,2,7,2,70.0
DEAL-0210,COMP-0054,Aparecida,SMB,E-commerce,3799,Enterprise,Qualified,2,19995,2022-12-03,,False,False,0,,Em andamento,Q4 2022,2022-12,,True,10,1,1,3,2,5,1,50.0
DEAL-0211,COMP-0285,Costa e Filhos,Mid-Market,Edtech,33,Pro,Closed Won,5,29980,2024-04-18,2024-05-22,True,True,29980,34,31 a 60 dias,Q2 2024,2024-04,Q2 2024,False,7,1,1,2,1,1,3,14.3
DEAL-0212,COMP-0259,Guerra,Enterprise,E-commerce,3413,Enterprise,Qualified,2,27993,2022-09-05,,False,False,0,,Em andamento,Q3 2022,2022-09,,True,10,1,2,3,3,4,2,40.0
DEAL-0213,COMP-0057,da Luz - ME,Enterprise,Fintech,1372,Pro,Negotiation,4,5996,2023-01-26,,False,False,0,,Em andamento,Q1 2023,2023-01,,True,7,3,1,2,1,0,4,0.0
DEAL-0214,COMP-0182,da Mata,SMB,SaaS,3292,Starter,Closed Won,5,2985,2022-04-06,2022-09-22,True,True,2985,169,Mais de 90 dias,Q2 2022,2022-04,Q3 2022,False,8,3,1,2,0,1,3,12.5
DEAL-0215,COMP-0192,Rodrigues,SMB,Fintech,2370,Growth,Negotiation,4,9584,2024-10-29,,False,False,0,,Em andamento,Q4 2024,2024-10,,True,9,3,2,1,2,4,0,44.4
DEAL-0216,COMP-0172,Martins Cunha e Filhos,SMB,SaaS,1587,Enterprise,Prospecting,1,75981,2022-04-10,,False,False,0,,Em andamento,Q2 2022,2022-04,,True,3,2,0,1,0,0,2,0.0
DEAL-0217,COMP-0232,Dias Ltda.,SMB,Edtech,2729,Growth,Negotiation,4,13777,2024-11-07,,False,False,0,,Em andamento,Q4 2024,2024-11,,True,8,0,3,0,3,2,1,25.0
DEAL-0218,COMP-0037,Cavalcanti e Filhos,SMB,Fintech,4657,Starter,Negotiation,4,2587,2022-09-20,,False,False,0,,Em andamento,Q3 2022,2022-09,,True,3,0,0,0,2,1,1,33.3
DEAL-0219,COMP-0212,da Luz Ltda.,Mid-Market,Edtech,3794,Enterprise,Closed Won,5,55986,2023-10-22,2024-03-06,True,True,55986,136,Mais de 90 dias,Q4 2023,2023-10,Q1 2024,False,4,0,2,0,0,1,1,25.0
DEAL-0220,COMP-0170,Aparecida,SMB,E-commerce,3495,Enterprise,Closed Lost,6,43989,2023-05-24,2023-08-09,True,False,0,77,61 a 90 dias,Q2 2023,2023-05,Q3 2023,False,3,1,1,0,0,1,2,33.3
DEAL-0221,COMP-0226,Peixoto,Mid-Market,Healthtech,4422,Growth,Closed Lost,6,8386,2024-07-16,2024-08-26,True,False,0,41,31 a 60 dias,Q3 2024,2024-07,Q3 2024,False,2,0,1,0,0,1,0,50.0
DEAL-0222,COMP-0019,Farias S/A,Mid-Market,SaaS,1886,Pro,Closed Won,5,34477,2024-11-15,2025-02-06,True,True,34477,83,61 a 90 dias,Q4 2024,2024-11,Q1 2025,False,5,1,1,2,1,2,3,40.0
DEAL-0223,COMP-0239,Campos,Mid-Market,Fintech,2364,Growth,Closed Won,5,11980,2023-03-22,2023-05-19,True,True,11980,58,31 a 60 dias,Q1 2023,2023-03,Q2 2023,False,5,0,0,2,2,2,2,40.0
DEAL-0224,COMP-0246,Teixeira,Enterprise,Fintech,1912,Growth,Closed Won,5,13777,2023-12-09,2024-06-05,True,True,13777,179,Mais de 90 dias,Q4 2023,2023-12,Q2 2024,False,10,4,1,1,1,3,4,30.0
DEAL-0225,COMP-0122,Barros S/A,SMB,SaaS,3749,Pro,Closed Won,5,34477,2022-12-31,2023-05-15,True,True,34477,135,Mais de 90 dias,Q4 2022,2022-12,Q2 2023,False,8,1,0,1,3,3,5,37.5
DEAL-0226,COMP-0245,Fonseca - ME,SMB,Healthtech,1982,Enterprise,Qualified,2,75981,2023-12-23,,False,False,0,,Em andamento,Q4 2023,2023-12,,True,8,2,2,2,1,4,2,50.0
DEAL-0227,COMP-0119,Cirino Abreu - EI,SMB,Fintech,1218,Pro,Negotiation,4,20986,2024-05-04,,False,False,0,,Em andamento,Q2 2024,2024-05,,True,5,0,1,2,2,3,2,60.0
DEAL-0228,COMP-0039,Fogaça,Mid-Market,Fintech,3903,Starter,Closed Won,5,2587,2024-12-06,2025-01-09,True,True,2587,34,31 a 60 dias,Q4 2024,2024-12,Q1 2025,False,6,0,1,2,1,1,2,16.7
DEAL-0229,COMP-0061,Ramos,Mid-Market,Edtech,3996,Growth,Qualified,2,5391,2022-04-26,,False,False,0,,Em andamento,Q2 2022,2022-04,,True,4,1,0,1,0,2,2,50.0
DEAL-0230,COMP-0209,da Conceição Pires - EI,SMB,Healthtech,4516,Pro,Closed Won,5,7495,2022-11-26,2023-02-14,True,True,7495,80,61 a 90 dias,Q4 2022,2022-11,Q1 2023,False,2,0,0,1,0,0,1,0.0
DEAL-0231,COMP-0273,Brito,SMB,E-commerce,4435,Starter,Closed Won,5,2388,2023-08-28,2023-10-26,True,True,2388,59,31 a 60 dias,Q3 2023,2023-08,Q4 2023,False,9,3,2,2,1,4,1,44.4
DEAL-0232,COMP-0033,Marques - EI,SMB,SaaS,2454,Growth,Closed Won,5,14376,2022-07-29,2023-01-09,True,True,14376,164,Mais de 90 dias,Q3 2022,2022-07,Q1 2023,False,6,0,1,0,2,1,2,16.7
DEAL-0233,COMP-0136,Borges,Mid-Market,Healthtech,4419,Pro,Closed Won,5,34477,2024-03-07,2024-05-13,True,True,34477,67,61 a 90 dias,Q1 2024,2024-03,Q2 2024,False,5,2,1,0,0,1,4,20.0
DEAL-0234,COMP-0123,Jesus e Filhos,Mid-Market,Edtech,4588,Enterprise,Closed Won,5,87978,2024-02-21,2024-06-06,True,True,87978,106,Mais de 90 dias,Q1 2024,2024-02,Q2 2024,False,5,2,2,0,1,2,1,40.0
DEAL-0235,COMP-0166,Novais,Mid-Market,Healthtech,4558,Starter,Proposal,3,4776,2022-04-21,,False,False,0,,Em andamento,Q2 2022,2022-04,,True,10,1,2,3,2,3,1,30.0
DEAL-0236,COMP-0102,Cavalcanti,SMB,Edtech,1567,Growth,Proposal,3,12579,2024-06-26,,False,False,0,,Em andamento,Q2 2024,2024-06,,True,7,1,2,1,2,5,1,71.4
DEAL-0237,COMP-0130,Guerra Silveira - EI,SMB,Edtech,670,Growth,Closed Won,5,14376,2024-01-24,2024-06-29,True,True,14376,157,Mais de 90 dias,Q1 2024,2024-01,Q2 2024,False,8,0,3,3,2,5,1,62.5
DEAL-0238,COMP-0173,da Rocha Fernandes e Filhos,SMB,Edtech,1526,Growth,Closed Lost,6,13178,2023-08-26,2023-12-25,True,False,0,121,Mais de 90 dias,Q3 2023,2023-08,Q4 2023,False,8,2,1,2,3,4,2,50.0
DEAL-0239,COMP-0216,Aragão,SMB,Edtech,1970,Starter,Prospecting,1,2587,2022-12-22,,False,False,0,,Em andamento,Q4 2022,2022-12,,True,4,1,1,2,0,1,1,25.0
DEAL-0240,COMP-0058,Casa Grande Rios Ltda.,SMB,Fintech,3295,Pro,Prospecting,1,7495,2023-07-26,,False,False,0,,Em andamento,Q3 2023,2023-07,,True,6,2,0,2,1,3,1,50.0
DEAL-0241,COMP-0127,Cardoso,Mid-Market,E-commerce,4280,Starter,Qualified,2,2189,2023-06-07,,False,False,0,,Em andamento,Q2 2023,2023-06,,True,10,3,2,0,3,6,3,60.0
DEAL-0242,COMP-0254,Camargo,SMB,Edtech,411,Starter,Negotiation,4,995,2022-11-14,,False,False,0,,Em andamento,Q4 2022,2022-11,,True,10,0,3,4,3,5,1,50.0
DEAL-0243,COMP-0255,Moreira S.A.,Mid-Market,E-commerce,1895,Pro,Closed Lost,6,23984,2022-04-15,2022-09-29,True,False,0,167,Mais de 90 dias,Q2 2022,2022-04,Q3 2022,False,7,1,1,4,0,3,3,42.9
